id;k1;b1;D1;p-value linear 1;R_score1;AIC_linear1;kef x^2 (1);kef x (1);kef 1 (1);p-value quadr 1;R_score quadr 1;AIC_quadr1;k2;b2;D2;p-value linear 2;R_score2;AIC_linear2;kef x^2 (2);kef x (2);kef 1 (2);p-value quadr 2;R_score quadr 2;AIC_quadr2;k3;b3;D3;p-value linear 3;R_score3;AIC_linear3;kef x^2 (3);kef x (3);kef 1 (3);p-value quadr 3;R_score quadr 3;AIC_quadr3;k4;b4;D4;p-value linear 4;R_score4;AIC_linear4;kef x^2 (4);kef x (4);kef 1 (4);p-value quadr 4;R_score quadr 4;AIC_quadr4;;Average linear R_score;Average quadr R_score;AIC linear;AIC quadrio
579;-1,853;13,969;1,853;0;0,993;89,172;-0,037;-1,268;12,188;0;0,998;26,011;-1,85;13,969;1,85;0;0,993;91,265;-0,037;-1,256;12,159;0;0,998;29,702;-1,849;13,968;1,849;0;0,993;91,326;-0,037;-1,253;12,155;0;0,998;29,472;-1,847;13,944;1,847;0;0,993;88,861;-0,036;-1,269;12,185;0;0,998;28,177;;0,993;0,998;90,156;28,3405
580;-1,832;13,904;1,832;0;0,993;93,561;-0,04;-1,2;11,98;0;0,998;20,642;-1,83;13,921;1,83;0;0,993;92,382;-0,039;-1,213;12,042;0;0,998;23,304;-1,831;13,928;1,831;0;0,993;93,191;-0,04;-1,2;12,007;0;0,998;19,244;-1,825;13,907;1,825;0;0,993;93,768;-0,04;-1,189;11,971;0;0,998;19,284;;0,993;0,998;93,2255;20,6185
581;-1,846;14,373;1,846;0;0,995;75,491;-0,033;-1,312;12,748;0;0,999;-5,309;-1,845;14,38;1,845;0;0,995;74,877;-0,033;-1,322;12,79;0;0,999;0,246;-1,851;14,402;1,851;0;0,995;74,684;-0,032;-1,333;12,826;0;0,999;2,574;-1,848;14,378;1,848;0;0,995;74,718;-0,033;-1,325;12,786;0;0,999;-0,905;;0,995;0,999;74,9425;-0,8485
582;-1,803;14,328;1,803;0;0,991;99,922;-0,043;-1,113;12,226;0;0,998;17,771;-1,802;14,308;1,802;0;0,991;100,078;-0,043;-1,112;12,207;0;0,998;18,837;-1,801;14,287;1,801;0;0,991;100,996;-0,044;-1,104;12,163;0;0,998;19,356;-1,802;14,27;1,802;0;0,991;101,459;-0,044;-1,099;12,129;0;0,998;18,379;;0,991;0,998;100,61375;18,58575
583;-1,796;13,99;1,796;0;0,99;105,393;-0,045;-1,081;11,813;0;0,998;32,236;-1,797;13,982;1,797;0;0,99;106,283;-0,045;-1,079;11,797;0;0,998;35,081;-1,795;13,972;1,795;0;0,99;105,831;-0,045;-1,082;11,802;0;0,998;35,393;-1,793;13,954;1,793;0;0,99;105,485;-0,044;-1,09;11,814;0;0,998;38,419;;0,99;0,998;105,748;35,28225
584;-1,797;13,845;1,797;0;0,991;102,347;-0,044;-1,099;11,721;0;0,998;26,513;-1,795;13,873;1,795;0;0,991;101,986;-0,044;-1,099;11,754;0;0,998;25,469;-1,795;13,89;1,795;0;0,991;101,826;-0,044;-1,1;11,773;0;0,998;25,202;-1,796;13,918;1,796;0;0,991;101,513;-0,044;-1,1;11,799;0;0,998;23,208;;0,991;0,998;101,918;25,098
585;-1,81;13,682;1,81;0;0,99;104,9;-0,045;-1,098;11,515;0;0,998;31,608;-1,812;13,659;1,812;0;0,991;104,15;-0,044;-1,113;11,531;0;0,998;34,403;-1,811;13,648;1,811;0;0,991;103,588;-0,044;-1,109;11,512;0;0,998;30,56;-1,808;13,647;1,808;0;0,991;104,509;-0,044;-1,112;11,528;0;0,998;37,385;;0,99075;0,998;104,28675;33,489
586;-1,824;13,491;1,824;0;0,991;102,387;-0,041;-1,166;11,486;0;0,997;44,235;-1,821;13,47;1,821;0;0,991;102,065;-0,041;-1,165;11,473;0;0,997;44,092;-1,822;13,469;1,822;0;0,991;102,79;-0,041;-1,165;11,472;0;0,997;46,53;-1,819;13,452;1,819;0;0,991;103,659;-0,04;-1,176;11,495;0;0,997;53,486;;0,991;0,997;102,72525;47,08575
587;-1,764;13,958;1,764;0;0,99;104,159;-0,047;-1,016;11,682;0;0,999;1,517;-1,766;13,965;1,766;0;0,99;103,215;-0,046;-1,027;11,715;0;0,999;1,81;-1,772;14,028;1,772;0;0,991;102,283;-0,046;-1,04;11,799;0;0,999;0,441;-1,77;14,058;1,77;0;0,99;102,612;-0,046;-1,034;11,82;0;0,999;0,455;;0,99025;0,999;103,06725;1,05575
588;-1,828;14,197;1,828;0;0,993;91,075;-0,039;-1,204;12,297;0;0,999;12,794;-1,828;14,196;1,828;0;0,993;91,908;-0,039;-1,199;12,282;0;0,999;14,064;-1,827;14,19;1,827;0;0,993;91,96;-0,039;-1,207;12,301;0;0,998;19,556;-1,828;14,19;1,828;0;0,993;93,035;-0,039;-1,2;12,28;0;0,998;20,678;;0,993;0,9985;91,9945;16,773
589;-1,81;14,037;1,81;0;0,991;102,32;-0,043;-1,12;11,935;0;0,998;30,228;-1,81;14,022;1,81;0;0,991;103,724;-0,044;-1,113;11,903;0;0,998;33,918;-1,809;14,023;1,809;0;0,991;103,7;-0,044;-1,112;11,903;0;0,998;33,615;-1,808;14,025;1,808;0;0,991;103,673;-0,044;-1,109;11,898;0;0,998;32,546;;0,991;0,998;103,35425;32,57675
590;-1,799;14,011;1,799;0;0,991;103,466;-0,045;-1,086;11,84;0;0,998;23,494;-1,799;14,013;1,799;0;0,991;103,546;-0,044;-1,09;11,854;0;0,998;26,207;-1,8;14,02;1,8;0;0,991;103,79;-0,045;-1,084;11,841;0;0,998;23,673;-1,798;13,995;1,798;0;0,991;102,644;-0,044;-1,088;11,834;0;0,998;20,852;;0,991;0,998;103,3615;23,5565
591;-1,789;13,868;1,789;0;0,99;105,347;-0,045;-1,07;11,68;0;0,998;30,198;-1,789;13,874;1,789;0;0,99;106,443;-0,046;-1,06;11,655;0;0,998;30,189;-1,791;13,888;1,791;0;0,99;106,488;-0,046;-1,057;11,653;0;0,998;27,544;-1,793;13,886;1,793;0;0,99;105,763;-0,046;-1,064;11,667;0;0,998;26,674;;0,99;0,998;106,01025;28,65125
592;-1,825;13,831;1,825;0;0,992;99,095;-0,042;-1,16;11,806;0;0,998;28,284;-1,826;13,813;1,826;0;0,992;99,244;-0,042;-1,158;11,78;0;0,998;27,614;-1,823;13,78;1,823;0;0,992;99,042;-0,042;-1,159;11,758;0;0,998;28,624;-1,824;13,765;1,824;0;0,992;98,918;-0,042;-1,161;11,746;0;0,998;28,596;;0,992;0,998;99,07475;28,2795
593;-1,817;13,968;1,817;0;0,991;101,997;-0,043;-1,123;11,858;0;0,998;27,292;-1,815;13,963;1,815;0;0,991;102,718;-0,043;-1,125;11,862;0;0,998;32,251;-1,818;13,973;1,818;0;0,991;102,973;-0,044;-1,115;11,833;0;0,998;26,822;-1,816;13,949;1,816;0;0,991;101,508;-0,043;-1,126;11,849;0;0,998;26,754;;0,991;0,998;102,299;28,27975
594;-1,823;14,034;1,823;0;0,992;96,412;-0,041;-1,165;12,031;0;0,998;19,436;-1,823;14,026;1,823;0;0,992;96,347;-0,041;-1,167;12,028;0;0,998;19,957;-1,828;14,024;1,828;0;0,992;96,776;-0,042;-1,165;12,005;0;0,999;17,959;-1,828;14,015;1,828;0;0,992;96,327;-0,041;-1,168;12,007;0;0,999;17,84;;0,992;0,9985;96,4655;18,798
595;-1,839;13,747;1,839;0;0,993;91,737;-0,038;-1,23;11,894;0;0,998;24,873;-1,839;13,753;1,839;0;0,993;93,4;-0,039;-1,221;11,872;0;0,998;27,25;-1,837;13,754;1,837;0;0,993;93,773;-0,039;-1,221;11,88;0;0,998;29,737;-1,834;13,732;1,834;0;0,993;92,453;-0,038;-1,23;11,894;0;0,998;30,085;;0,993;0,998;92,84075;27,98625
596;-1,818;13,705;1,818;0;0,991;102,44;-0,043;-1,129;11,608;0;0,998;31,586;-1,817;13,676;1,817;0;0,991;103,006;-0,043;-1,131;11,589;0;0,998;35,574;-1,819;13,687;1,819;0;0,991;104,102;-0,044;-1,122;11,566;0;0,998;35,231;-1,818;13,715;1,818;0;0,991;103,211;-0,043;-1,124;11,602;0;0,998;32,533;;0,991;0,998;103,18975;33,731
597;-1,809;14,028;1,809;0;0,992;99,082;-0,042;-1,131;11,962;0;0,998;20,715;-1,813;14,024;1,813;0;0,992;99,211;-0,043;-1,132;11,952;0;0,998;20,103;-1,814;14,03;1,814;0;0,992;99,39;-0,043;-1,129;11,946;0;0,998;18,617;-1,813;14,024;1,813;0;0,991;99,51;-0,043;-1,128;11,94;0;0,998;19,394;;0,99175;0,998;99,29825;19,70725
598;-1,807;13,968;1,807;0;0,991;103,209;-0,044;-1,099;11,815;0;0,998;25,564;-1,808;13,993;1,808;0;0,991;103,263;-0,044;-1,099;11,837;0;0,998;25,236;-1,807;13,996;1,807;0;0,991;102,989;-0,044;-1,101;11,847;0;0,998;25,162;-1,808;13,987;1,808;0;0,991;102,743;-0,044;-1,104;11,844;0;0,998;24,96;;0,991;0,998;103,051;25,2305
599;-1,835;14,373;1,835;0;0,994;86,298;-0,037;-1,243;12,569;0;0,999;9,127;-1,84;14,376;1,84;0;0,994;87,564;-0,038;-1,238;12,544;0;0,999;9,296;-1,838;14,377;1,838;0;0,994;87,582;-0,038;-1,232;12,532;0;0,999;6,339;-1,835;14,362;1,835;0;0,994;86,659;-0,037;-1,237;12,541;0;0,999;7,007;;0,994;0,999;87,02575;7,94225
600;-1,817;13,936;1,817;0;0,992;98,947;-0,042;-1,147;11,899;0;0,998;25,578;-1,817;13,938;1,817;0;0,992;99,372;-0,042;-1,144;11,89;0;0,998;25,727;-1,818;13,944;1,818;0;0,991;99,912;-0,042;-1,14;11,88;0;0,998;25,283;-1,818;13,934;1,818;0;0,992;98,911;-0,042;-1,149;11,897;0;0,998;25,451;;0,99175;0,998;99,2855;25,50975
601;-1,814;13,878;1,814;0;0,991;100,289;-0,043;-1,131;11,799;0;0,998;24,535;-1,809;13,89;1,809;0;0,991;99,429;-0,042;-1,134;11,838;0;0,998;25,07;-1,809;13,886;1,809;0;0,991;99,537;-0,042;-1,133;11,829;0;0,998;24,762;-1,81;13,893;1,81;0;0,991;99,868;-0,043;-1,129;11,821;0;0,998;23,612;;0,991;0,998;99,78075;24,49475
602;-1,814;13,744;1,814;0;0,991;103,325;-0,043;-1,123;11,639;0;0,998;34,299;-1,812;13,741;1,812;0;0,991;103,437;-0,043;-1,125;11,649;0;0,998;36,728;-1,811;13,739;1,811;0;0,991;102,927;-0,043;-1,125;11,65;0;0,998;35,018;-1,814;13,745;1,814;0;0,991;103,283;-0,043;-1,12;11,633;0;0,998;33,057;;0,991;0,998;103,243;34,7755
603;-1,806;13,892;1,806;0;0,991;103,771;-0,044;-1,096;11,728;0;0,998;26,546;-1,804;13,885;1,804;0;0,991;103,444;-0,044;-1,098;11,736;0;0,998;27,54;-1,808;13,879;1,808;0;0,991;103,791;-0,044;-1,104;11,737;0;0,998;30,36;-1,81;13,867;1,81;0;0,991;103,645;-0,044;-1,111;11,74;0;0,998;32,34;;0,991;0,998;103,66275;29,1965
604;-1,843;14,369;1,843;0;0,994;87,422;-0,037;-1,248;12,558;0;0,999;13,145;-1,843;14,358;1,843;0;0,994;87,768;-0,037;-1,249;12,549;0;0,999;15,208;-1,844;14,377;1,844;0;0,994;86,991;-0,037;-1,256;12,586;0;0,999;15,079;-1,848;14,435;1,848;0;0,994;86,026;-0,036;-1,267;12,665;0;0,999;14,74;;0,994;0,999;87,05175;14,543
605;-1,831;13,504;1,831;0;0,992;99,371;-0,041;-1,183;11,529;0;0,998;37,171;-1,831;13,496;1,831;0;0,992;100,253;-0,04;-1,186;11,531;0;0,998;41,574;-1,832;13,484;1,832;0;0,991;102,234;-0,04;-1,197;11,551;0;0,997;51,531;-1,834;13,483;1,834;0;0,991;104,285;-0,04;-1,198;11,547;0;0,997;57,237;;0,9915;0,9975;101,53575;46,87825
606;-1,809;13,744;1,809;0;0,991;101,829;-0,044;-1,113;11,626;0;0,998;24,991;-1,807;13,759;1,807;0;0,991;101,814;-0,044;-1,11;11,637;0;0,998;24,09;-1,808;13,769;1,808;0;0,991;102,151;-0,044;-1,107;11,634;0;0,998;23,521;-1,809;13,779;1,809;0;0,991;102,509;-0,044;-1,104;11,634;0;0,998;23,394;;0,991;0,998;102,07575;23,999
607;-1,797;14,21;1,797;0;0,99;104,474;-0,046;-1,066;11,984;0;0,998;17,69;-1,796;14,191;1,796;0;0,991;103,792;-0,045;-1,075;11,996;0;0,998;20,344;-1,795;14,187;1,795;0;0,99;104,126;-0,046;-1,067;11,971;0;0,998;17,722;-1,794;14,18;1,794;0;0,99;103,892;-0,045;-1,068;11,971;0;0,998;17,964;;0,99025;0,998;104,071;18,43
608;-1,821;13,739;1,821;0;0,991;104,669;-0,043;-1,136;11,655;0;0,998;42,682;-1,821;13,74;1,821;0;0,99;105,612;-0,043;-1,132;11,643;0;0,997;44,625;-1,824;13,752;1,824;0;0,991;104,485;-0,043;-1,13;11,641;0;0,998;38,303;-1,824;13,726;1,824;0;0,991;103,65;-0,043;-1,133;11,622;0;0,998;35,951;;0,99075;0,99775;104,604;40,39025
610;-1,814;14,234;1,814;0;0,992;97,576;-0,042;-1,142;12,189;0;0,999;16,814;-1,814;14,231;1,814;0;0,992;97,456;-0,042;-1,146;12,198;0;0,998;18,708;-1,816;14,227;1,816;0;0,992;97,439;-0,042;-1,146;12,189;0;0,999;17,508;-1,817;14,222;1,817;0;0,992;97,608;-0,042;-1,146;12,18;0;0,999;17,826;;0,992;0,99875;97,51975;17,714
611;-1,83;13,919;1,83;0;0,993;93,666;-0,039;-1,2;12;0;0,998;22,103;-1,828;13,931;1,828;0;0,993;93,858;-0,04;-1,195;12,005;0;0,998;21,445;-1,827;13,931;1,827;0;0,993;93,851;-0,04;-1,193;11,999;0;0,998;20,467;-1,828;13,919;1,828;0;0,993;93,593;-0,04;-1,196;11,995;0;0,998;20,61;;0,993;0,998;93,742;21,15625
613;-1,848;13,828;1,848;0;0,993;93,784;-0,038;-1,234;11,959;0;0,998;30,512;-1,846;13,832;1,846;0;0,993;93,565;-0,038;-1,24;11,988;0;0,998;33,327;-1,845;13,831;1,845;0;0,993;94,097;-0,038;-1,239;11,987;0;0,998;35,31;-1,845;13,836;1,845;0;0,993;94,466;-0,039;-1,23;11,963;0;0,998;32,587;;0,993;0,998;93,978;32,934
614;-1,799;13,824;1,799;0;0,991;103,986;-0,044;-1,089;11,665;0;0,998;28,422;-1,801;13,843;1,801;0;0,99;104,667;-0,045;-1,078;11,643;0;0,998;24,326;-1,801;13,836;1,801;0;0,99;104,409;-0,045;-1,083;11,649;0;0,998;25,595;-1,802;13,843;1,802;0;0,99;104,499;-0,045;-1,084;11,659;0;0,998;26,474;;0,99025;0,998;104,39025;26,20425
615;-1,806;14,301;1,806;0;0,992;99,052;-0,043;-1,124;12,225;0;0,998;18,472;-1,808;14,3;1,808;0;0,992;99,112;-0,043;-1,121;12,209;0;0,999;15,646;-1,806;14,289;1,806;0;0,992;98,958;-0,043;-1,121;12,206;0;0,999;16,491;-1,805;14,284;1,805;0;0,991;99,044;-0,043;-1,12;12,199;0;0,999;16,45;;0,99175;0,99875;99,0415;16,76475
616;-1,811;13,85;1,811;0;0,991;104,154;-0,044;-1,102;11,692;0;0,998;29,52;-1,812;13,859;1,812;0;0,99;104,904;-0,045;-1,089;11,659;0;0,998;25,642;-1,81;13,84;1,81;0;0,991;104,01;-0,045;-1,098;11,675;0;0,998;27,52;-1,81;13,851;1,81;0;0,99;104,826;-0,045;-1,095;11,677;0;0,998;30,074;;0,9905;0,998;104,4735;28,189
617;-1,816;13,978;1,816;0;0,992;96,22;-0,041;-1,167;12,003;0;0,998;23,767;-1,817;13,973;1,817;0;0,992;95,833;-0,041;-1,166;11,992;0;0,998;20,875;-1,819;13,971;1,819;0;0,992;96,133;-0,041;-1,169;11,994;0;0,998;22,865;-1,82;13,979;1,82;0;0,992;96,799;-0,041;-1,165;11,986;0;0,998;23,202;;0,992;0,998;96,24625;22,67725
618;-1,819;13,947;1,819;0;0,991;99,858;-0,042;-1,149;11,909;0;0,998;29,725;-1,819;13,963;1,819;0;0,991;101,128;-0,042;-1,143;11,906;0;0,998;32,15;-1,82;13,956;1,82;0;0,991;100,326;-0,042;-1,143;11,894;0;0,998;27,717;-1,822;13,96;1,822;0;0,991;100,847;-0,043;-1,14;11,883;0;0,998;27,496;;0,991;0,998;100,53975;29,272
619;-1,831;13,517;1,831;0;0,992;99,858;-0,041;-1,17;11,506;0;0,998;33,787;-1,828;13,53;1,828;0;0,991;100,581;-0,042;-1,159;11,493;0;0,998;32,981;-1,828;13,533;1,828;0;0,991;100,294;-0,042;-1,16;11,501;0;0,998;32,52;-1,827;13,526;1,827;0;0,992;100,087;-0,042;-1,161;11,5;0;0,998;32,591;;0,9915;0,998;100,205;32,96975
620;-1,83;14,191;1,83;0;0,992;95,864;-0,04;-1,192;12,249;0;0,998;27,761;-1,829;14,185;1,829;0;0,992;95,825;-0,04;-1,197;12,263;0;0,998;30,636;-1,833;14,204;1,833;0;0,992;96,358;-0,041;-1,176;12,203;0;0,998;19,453;-1,837;14,216;1,837;0;0,992;97,803;-0,042;-1,163;12,163;0;0,999;16,441;;0,992;0,99825;96,4625;23,57275
621;-1,8;14,02;1,8;0;0,99;104,51;-0,045;-1,077;11,82;0;0,998;23,379;-1,799;14,022;1,799;0;0,99;104,755;-0,045;-1,074;11,815;0;0,998;23,433;-1,8;14,015;1,8;0;0,99;105,145;-0,046;-1,071;11,795;0;0,998;22,962;-1,798;13,981;1,798;0;0,991;104,018;-0,045;-1,081;11,799;0;0,998;24,433;;0,99025;0,998;104,607;23,55175
622;-1,805;13,959;1,805;0;0,99;105,771;-0,045;-1,091;11,787;0;0,998;34,896;-1,802;13,95;1,802;0;0,99;105,438;-0,045;-1,09;11,783;0;0,998;34,039;-1,799;13,937;1,799;0;0,99;104,919;-0,044;-1,093;11,79;0;0,998;34,914;-1,799;13,934;1,799;0;0,99;104,151;-0,044;-1,091;11,78;0;0,998;30,181;;0,99;0,998;105,06975;33,5075
623;-1,785;14,077;1,785;0;0,99;108,185;-0,047;-1,039;11,805;0;0,998;29,758;-1,785;14,074;1,785;0;0,989;108,339;-0,047;-1,035;11,793;0;0,998;28,794;-1,785;14,084;1,785;0;0,989;108,27;-0,047;-1,032;11,79;0;0,998;26,079;-1,787;14,093;1,787;0;0,989;108,418;-0,047;-1,033;11,8;0;0,998;26,99;;0,98925;0,998;108,303;27,90525
624;-1,797;13,634;1,797;0;0,99;106,072;-0,046;-1,059;11,387;0;0,998;22,673;-1,798;13,645;1,798;0;0,99;106,787;-0,047;-1,053;11,377;0;0,998;22,606;-1,799;13,635;1,799;0;0,99;106,335;-0,046;-1,057;11,379;0;0,998;22,394;-1,799;13,626;1,799;0;0,99;106,47;-0,046;-1,062;11,384;0;0,998;25,936;;0,99;0,998;106,416;23,40225
625;-1,788;14,008;1,788;0;0,989;109,939;-0,049;-1,009;11,637;0;0,998;19,699;-1,785;13,985;1,785;0;0,989;108,685;-0,048;-1,021;11,659;0;0,998;21,868;-1,786;13,977;1,786;0;0,989;108,504;-0,048;-1,026;11,667;0;0,998;23,988;-1,786;13,978;1,786;0;0,989;108,634;-0,047;-1,028;11,67;0;0,998;25,286;;0,989;0,998;108,9405;22,71025
626;-1,821;13,9;1,821;0;0,992;98,022;-0,042;-1,158;11,879;0;0,998;24,055;-1,825;13,915;1,825;0;0,992;98,568;-0,042;-1,159;11,89;0;0,998;25,939;-1,825;13,916;1,825;0;0,992;98,209;-0,042;-1,158;11,886;0;0,998;23,364;-1,822;13,893;1,822;0;0,992;97,913;-0,042;-1,156;11,866;0;0,998;22,288;;0,992;0,998;98,178;23,9115
627;-1,792;14,171;1,792;0;0,991;102,484;-0,044;-1,081;12,008;0;0,998;19,505;-1,792;14,161;1,792;0;0,991;102,497;-0,045;-1,081;11,996;0;0,998;19,067;-1,792;14,144;1,792;0;0,991;101,705;-0,044;-1,091;12,01;0;0,998;21,021;-1,795;14,145;1,795;0;0,991;102,494;-0,045;-1,083;11,979;0;0,998;19,059;;0,991;0,998;102,295;19,663
628;-1,788;13,851;1,788;0;0,989;111,672;-0,048;-1,019;11,512;0;0,998;36,202;-1,788;13,846;1,788;0;0,989;111,877;-0,049;-1,008;11,473;0;0,998;31,117;-1,787;13,831;1,787;0;0,989;112,461;-0,049;-1,011;11,468;0;0,998;36,159;-1,787;13,824;1,787;0;0,989;112,016;-0,049;-1,011;11,462;0;0,998;34,053;;0,989;0,998;112,0065;34,38275
629;-1,844;14,225;1,844;0;0,993;90,171;-0,038;-1,241;12,391;0;0,998;21,309;-1,845;14,195;1,845;0;0,993;89,93;-0,038;-1,242;12,362;0;0,998;20,52;-1,843;14,188;1,843;0;0,993;89,941;-0,037;-1,245;12,368;0;0,998;22,957;-1,844;14,184;1,844;0;0,993;90,517;-0,038;-1,243;12,356;0;0,998;23,909;;0,993;0,998;90,13975;22,17375
630;-1,789;14,129;1,789;0;0,991;102,001;-0,045;-1,077;11,961;0;0,999;15,363;-1,792;14,133;1,792;0;0,991;102,744;-0,045;-1,072;11,942;0;0,999;14,778;-1,793;14,123;1,793;0;0,991;102,668;-0,045;-1,075;11,939;0;0,999;15,929;-1,793;14,108;1,793;0;0,991;102,657;-0,045;-1,074;11,92;0;0,999;14,808;;0,991;0,999;102,5175;15,2195
631;-1,811;14,058;1,811;0;0,991;100,798;-0,043;-1,121;11,957;0;0,998;22,994;-1,81;14,055;1,81;0;0,991;100,563;-0,043;-1,119;11,953;0;0,998;21,441;-1,807;14,039;1,807;0;0,991;99,761;-0,043;-1,127;11,97;0;0,998;23,619;-1,809;14,031;1,809;0;0,991;100,338;-0,043;-1,128;11,958;0;0,998;25,862;;0,991;0,998;100,365;23,479
632;-1,82;13,869;1,82;0;0,992;96,276;-0,041;-1,163;11,87;0;0,998;19,432;-1,82;13,87;1,82;0;0,992;96,698;-0,041;-1,16;11,862;0;0,998;19,704;-1,82;13,851;1,82;0;0,992;96,162;-0,041;-1,17;11,873;0;0,998;22,846;-1,822;13,857;1,822;0;0,992;95,926;-0,041;-1,171;11,876;0;0,998;21,165;;0,992;0,998;96,2655;20,78675
633;-1,812;13,757;1,812;0;0,991;102,228;-0,044;-1,112;11,626;0;0,998;24,629;-1,807;13,767;1,807;0;0,991;102,426;-0,044;-1,106;11,633;0;0,998;24,95;-1,806;13,77;1,806;0;0,991;102,545;-0,044;-1,105;11,634;0;0,998;25,303;-1,808;13,763;1,808;0;0,991;102,324;-0,044;-1,109;11,635;0;0,998;25,705;;0,991;0,998;102,38075;25,14675
635;-1,812;13,915;1,812;0;0,991;102,256;-0,043;-1,117;11,802;0;0,998;28,06;-1,81;13,89;1,81;0;0,991;101,23;-0,042;-1,132;11,825;0;0,998;31,365;-1,811;13,875;1,811;0;0,991;101,254;-0,042;-1,132;11,809;0;0,998;31,343;-1,813;13,864;1,813;0;0,991;102,454;-0,043;-1,124;11,768;0;0,998;31,856;;0,991;0,998;101,7985;30,656
636;-1,808;14,009;1,808;0;0,991;101,433;-0,043;-1,119;11,911;0;0,998;26,66;-1,809;14,007;1,809;0;0,991;101,819;-0,043;-1,114;11,895;0;0,998;25,92;-1,811;14,048;1,811;0;0,991;101,484;-0,043;-1,116;11,934;0;0,998;23,945;-1,811;14,054;1,811;0;0,991;100,957;-0,043;-1,12;11,954;0;0,998;23,759;;0,991;0,998;101,42325;25,071
637;-1,827;14,172;1,827;0;0,993;89,975;-0,039;-1,206;12,283;0;0,999;9,452;-1,825;14,183;1,825;0;0,993;89,534;-0,039;-1,208;12,306;0;0,999;9,757;-1,827;14,206;1,827;0;0,993;88,563;-0,038;-1,216;12,345;0;0,999;8,082;-1,833;14,211;1,833;0;0,993;87,847;-0,038;-1,229;12,374;0;0,999;9,636;;0,993;0,999;88,97975;9,23175
638;-1,824;14,175;1,824;0;0,992;95,388;-0,04;-1,185;12,228;0;0,998;24,923;-1,823;14,136;1,823;0;0,992;96,392;-0,04;-1,183;12,188;0;0,998;29,093;-1,821;14,113;1,821;0;0,992;96,756;-0,04;-1,176;12,15;0;0,998;28,311;-1,821;14,101;1,821;0;0,992;97,473;-0,041;-1,167;12,108;0;0,998;26,456;;0,992;0,998;96,50225;27,19575
639;-1,81;13,928;1,81;0;0,991;100,019;-0,043;-1,125;11,843;0;0,998;21,943;-1,812;13,925;1,812;0;0,991;99,654;-0,043;-1,129;11,848;0;0,998;21,55;-1,811;13,919;1,811;0;0,991;99,449;-0,043;-1,128;11,842;0;0,998;20,354;-1,81;13,905;1,81;0;0,992;98,93;-0,042;-1,135;11,851;0;0,998;22,416;;0,99125;0,998;99,513;21,56575
640;-1,807;14,27;1,807;0;0,991;104,225;-0,044;-1,103;12,128;0;0,998;32,565;-1,805;14,246;1,805;0;0,991;104,036;-0,044;-1,105;12,116;0;0,998;33,642;-1,808;14,22;1,808;0;0,99;104,635;-0,044;-1,101;12,068;0;0,998;32,813;-1,807;14,199;1,807;0;0,99;104,827;-0,044;-1,109;12,073;0;0,998;37,539;;0,9905;0,998;104,43075;34,13975
641;-1,794;14,339;1,794;0;0,991;101,879;-0,044;-1,09;12,196;0;0,998;20,213;-1,792;14,33;1,792;0;0,991;102,801;-0,044;-1,086;12,181;0;0,998;24,138;-1,79;14,325;1,79;0;0,99;104,299;-0,045;-1,065;12,115;0;0,998;20,23;-1,787;14,277;1,787;0;0,99;105,984;-0,046;-1,048;12,029;0;0,998;22,04;;0,9905;0,998;103,74075;21,65525
642;-1,812;13,76;1,812;0;0,99;105,085;-0,044;-1,113;11,633;0;0,998;38,453;-1,812;13,77;1,812;0;0,991;104,434;-0,044;-1,106;11,623;0;0,998;32,743;-1,812;13,781;1,812;0;0,991;104,174;-0,044;-1,109;11,642;0;0,998;32,846;-1,812;13,778;1,812;0;0,991;104,236;-0,044;-1,109;11,637;0;0,998;32,69;;0,99075;0,998;104,48225;34,183
643;-1,833;14,122;1,833;0;0,993;93,305;-0,039;-1,202;12,201;0;0,998;19,934;-1,832;14,126;1,832;0;0,993;93,41;-0,039;-1,202;12,208;0;0,998;20,948;-1,834;14,108;1,834;0;0,993;92,655;-0,039;-1,211;12,214;0;0,998;21,723;-1,833;14,094;1,833;0;0,993;92,164;-0,039;-1,215;12,215;0;0,998;22,246;;0,993;0,998;92,8835;21,21275
644;-1,845;13,788;1,845;0;0,993;91,521;-0,037;-1,248;11,971;0;0,998;29,681;-1,847;13,787;1,847;0;0,993;91,349;-0,037;-1,25;11,971;0;0,998;29,152;-1,846;13,791;1,846;0;0,993;91,255;-0,037;-1,249;11,975;0;0,998;28,655;-1,845;13,792;1,845;0;0,993;91,895;-0,038;-1,245;11,966;0;0,998;29,718;;0,993;0,998;91,505;29,3015
645;-1,818;14,029;1,818;0;0,992;98,673;-0,042;-1,144;11,976;0;0,998;21,193;-1,824;14,047;1,824;0;0,991;100,583;-0,044;-1,129;11,931;0;0,999;18,525;-1,823;14,039;1,823;0;0,991;100,029;-0,043;-1,131;11,935;0;0,999;17,874;-1,824;14,049;1,824;0;0,991;100,263;-0,044;-1,128;11,933;0;0,999;16,736;;0,99125;0,99875;99,887;18,582
646;-1,821;14,123;1,821;0;0,991;99,889;-0,042;-1,145;12,066;0;0,998;26,479;-1,819;14,131;1,819;0;0,991;100,007;-0,042;-1,144;12,079;0;0,998;27,805;-1,819;14,152;1,819;0;0,991;100,877;-0,043;-1,136;12,073;0;0,998;27,308;-1,818;14,15;1,818;0;0,991;100,497;-0,043;-1,137;12,076;0;0,998;26,544;;0,991;0,998;100,3175;27,034
