id;k1;b1;D1;p-value linear 1;R_score1;AIC_linear1;kef x^2 (1);kef x (1);kef 1 (1);p-value quadr 1;R_score quadr 1;AIC_quadr1;k2;b2;D2;p-value linear 2;R_score2;AIC_linear2;kef x^2 (2);kef x (2);kef 1 (2);p-value quadr 2;R_score quadr 2;AIC_quadr2;k3;b3;D3;p-value linear 3;R_score3;AIC_linear3;kef x^2 (3);kef x (3);kef 1 (3);p-value quadr 3;R_score quadr 3;AIC_quadr3;k4;b4;D4;p-value linear 4;R_score4;AIC_linear4;kef x^2 (4);kef x (4);kef 1 (4);p-value quadr 4;R_score quadr 4;AIC_quadr4;;Average linear R_score;Average quadr R_score;AIC linear;AIC quadrio
647;-1,807;14,135;1,807;0;0,992;98,601;-0,042;-1,13;12,076;0;0,998;19,559;-1,806;14,145;1,806;0;0,992;98,767;-0,043;-1,126;12,074;0;0,998;17,947;-1,806;14,15;1,806;0;0,991;99,247;-0,043;-1,125;12,076;0;0,998;19,971;-1,807;14,153;1,807;0;0,991;99,227;-0,043;-1,122;12,07;0;0,998;17,871;;0,9915;0,998;98,9605;18,837
648;-1,787;13,987;1,787;0;0,99;106,04;-0,046;-1,048;11,736;0;0,998;21,73;-1,787;13,983;1,787;0;0,99;106,032;-0,046;-1,054;11,752;0;0,998;25,775;-1,79;13,983;1,79;0;0,99;106,443;-0,046;-1,049;11,727;0;0,998;23,059;-1,79;13,973;1,79;0;0,99;106,075;-0,046;-1,051;11,725;0;0,998;22,424;;0,99;0,998;106,1475;23,247
649;-1,746;14,739;1,746;0;0,991;99,821;-0,044;-1,044;12,603;0;0,999;8,981;-1,822;13,836;1,822;0;0,992;98,501;-0,042;-1,156;11,808;0;0,998;25,144;-1,822;13,786;1,822;0;0,992;98,632;-0,042;-1,156;11,757;0;0,998;25,517;-1,821;13,79;1,821;0;0,992;98,6;-0,042;-1,157;11,768;0;0,998;26,68;;0,99175;0,99825;98,8885;21,5805
650;-1,81;13,878;1,81;0;0,991;103,488;-0,044;-1,109;11,743;0;0,998;30,249;-1,809;13,88;1,809;0;0,991;103,71;-0,044;-1,11;11,75;0;0,998;32,142;-1,808;13,879;1,808;0;0,991;103,77;-0,044;-1,108;11,747;0;0,998;32,036;-1,81;13,872;1,81;0;0,991;103,386;-0,044;-1,109;11,74;0;0,998;30,224;;0,991;0,998;103,5885;31,16275
651;-1,819;14,266;1,819;0;0,993;90,008;-0,038;-1,205;12,397;0;0,999;13,898;-1,823;14,291;1,823;0;0,993;91,288;-0,039;-1,193;12,374;0;0,999;10,343;-1,821;14,279;1,821;0;0,993;90,269;-0,039;-1,201;12,392;0;0,999;11,354;-1,824;14,287;1,824;0;0,993;90,9;-0,039;-1,196;12,376;0;0,999;9,447;;0,993;0,999;90,61625;11,2605
652;-1,712;12,957;1,712;0;0,983;129,046;-0,058;-0,78;10,12;0;0,997;48,487;-1,709;12,944;1,709;0;0,983;128,21;-0,057;-0,791;10,148;0;0,997;50,229;-1,709;12,941;1,709;0;0,983;128,093;-0,058;-0,788;10,136;0;0,997;48,245;-1,71;12,934;1,71;0;0,983;128,947;-0,057;-0,793;10,142;0;0,996;54,503;;0,983;0,99675;128,574;50,366
653;-1,788;13,869;1,788;0;0,99;106,199;-0,046;-1,047;11,613;0;0,998;21,608;-1,782;13,868;1,782;0;0,99;107,289;-0,047;-1,032;11,585;0;0,998;22,428;-1,791;13,888;1,791;0;0,99;105,398;-0,046;-1,059;11,66;0;0,998;22,743;-1,8;13,894;1,8;0;0,99;104,86;-0,045;-1,076;11,692;0;0,998;25,001;;0,99;0,998;105,9365;22,945
654;-1,823;13,824;1,823;0;0,992;99,824;-0,041;-1,163;11,815;0;0,998;34,063;-1,825;13,832;1,825;0;0,992;99,782;-0,042;-1,155;11,795;0;0,998;29,438;-1,824;13,821;1,824;0;0,992;99,64;-0,042;-1,16;11,8;0;0,998;31,252;-1,823;13,815;1,823;0;0,992;99,421;-0,042;-1,157;11,789;0;0,998;29,506;;0,992;0,998;99,66675;31,06475
655;-1,812;13,89;1,812;0;0,992;98,577;-0,042;-1,137;11,839;0;0,998;20,899;-1,814;13,907;1,814;0;0,992;99,428;-0,043;-1,126;11,815;0;0,999;17,127;-1,812;13,894;1,812;0;0,992;98,557;-0,042;-1,136;11,837;0;0,998;19,805;-1,814;13,89;1,814;0;0,992;98,383;-0,042;-1,144;11,852;0;0,998;22,547;;0,992;0,99825;98,73625;20,0945
656;-1,838;13,896;1,838;0;0,992;95,302;-0,04;-1,199;11,952;0;0,998;24,894;-1,836;13,881;1,836;0;0,992;94,97;-0,04;-1,202;11,953;0;0,998;26,204;-1,837;13,88;1,837;0;0,992;95,084;-0,04;-1,203;11,951;0;0,998;26,492;-1,837;13,877;1,837;0;0,992;95,531;-0,04;-1,196;11,929;0;0,998;25,294;;0,992;0,998;95,22175;25,721
657;-1,8;13,803;1,8;0;0,991;104,012;-0,044;-1,098;11,664;0;0,998;32,03;-1,803;13,836;1,803;0;0,99;104,585;-0,045;-1,089;11,662;0;0,998;28,884;-1,805;13,835;1,805;0;0,99;105,069;-0,045;-1,087;11,65;0;0,998;29,313;-1,803;13,81;1,803;0;0,99;104,877;-0,044;-1,094;11,651;0;0,998;32,834;;0,99025;0,998;104,63575;30,76525
658;-1,811;14,316;1,811;0;0,993;93,097;-0,041;-1,162;12,34;0;0,999;6,348;-1,809;14,309;1,809;0;0,993;93,042;-0,041;-1,157;12,326;0;0,999;4,181;-1,808;14,32;1,808;0;0,992;94,561;-0,041;-1,145;12,302;0;0,999;5,109;-1,808;14,325;1,808;0;0,992;95,927;-0,042;-1,137;12,285;0;0,999;8,107;;0,9925;0,999;94,15675;5,93625
659;-1,806;13,999;1,806;0;0,991;102,652;-0,044;-1,103;11,861;0;0,998;25,501;-1,803;13,966;1,803;0;0,991;103,137;-0,044;-1,099;11,822;0;0,998;26,849;-1,805;13,988;1,805;0;0,991;103,478;-0,044;-1,097;11,833;0;0,998;26,639;-1,808;14,001;1,808;0;0,991;103,452;-0,045;-1,095;11,83;0;0,998;23,444;;0,991;0,998;103,17975;25,60825
660;-1,824;14,336;1,824;0;0,993;90,601;-0,039;-1,203;12,448;0;0,999;12,743;-1,823;14,339;1,823;0;0,993;92,57;-0,04;-1,188;12,408;0;0,999;14,164;-1,828;14,306;1,828;0;0,993;90,803;-0,039;-1,205;12,411;0;0,999;12,44;-1,834;14,28;1,834;0;0,993;89,376;-0,038;-1,223;12,42;0;0,999;12,664;;0,993;0,999;90,8375;13,00275
661;-1,788;13,873;1,788;0;0,99;108,115;-0,047;-1,044;11,609;0;0,998;30,919;-1,788;13,888;1,788;0;0,989;109,003;-0,047;-1,038;11,606;0;0,998;32,101;-1,79;13,865;1,79;0;0,989;109,394;-0,048;-1,027;11,543;0;0,998;27,033;-1,791;13,877;1,791;0;0,989;109,652;-0,048;-1,028;11,554;0;0,998;28,248;;0,98925;0,998;109,041;29,57525
662;-1,755;14,136;1,755;0;0,989;108,666;-0,048;-0,987;11,798;0;0,998;18,782;-1,765;14,02;1,765;0;0,988;112,09;-0,05;-0,962;11,575;0;0,998;16,929;-1,775;13,957;1,775;0;0,989;109,819;-0,049;-0,998;11,593;0;0,998;20,726;-1,775;13,939;1,775;0;0,989;110,077;-0,049;-0,998;11,573;0;0,998;21,829;;0,98875;0,998;110,163;19,5665
663;-1,814;13,893;1,814;0;0,991;100,463;-0,043;-1,129;11,808;0;0,998;24,075;-1,812;13,882;1,812;0;0,991;100,351;-0,042;-1,138;11,829;0;0,998;29,423;-1,811;13,876;1,811;0;0,991;100,443;-0,042;-1,134;11,815;0;0,998;28,452;-1,814;13,877;1,814;0;0,991;101,327;-0,043;-1,12;11,766;0;0,998;23,756;;0,991;0,998;100,646;26,4265
664;-1,797;13,904;1,797;0;0,99;105,472;-0,045;-1,079;11,719;0;0,998;31,289;-1,8;13,893;1,8;0;0,99;106,23;-0,045;-1,076;11,69;0;0,998;31,862;-1,798;13,888;1,798;0;0,99;105,898;-0,045;-1,08;11,703;0;0,998;33,203;-1,8;13,876;1,8;0;0,99;105,816;-0,045;-1,081;11,687;0;0,998;32,374;;0,99;0,998;105,854;32,182
665;-1,824;13,762;1,824;0;0,992;94,125;-0,04;-1,187;11,822;0;0,998;20,19;-1,832;13,788;1,832;0;0,992;96,176;-0,041;-1,172;11,781;0;0,999;17,213;-1,84;13,82;1,84;0;0,992;100,017;-0,043;-1,156;11,736;0;0,998;22,074;-1,832;13,769;1,832;0;0,992;97,027;-0,04;-1,185;11,8;0;0,998;28,391;;0,992;0,99825;96,83625;21,967
666;-1,825;13,926;1,825;0;0,992;94,099;-0,04;-1,19;11,992;0;0,998;21,162;-1,828;13,93;1,828;0;0,992;94,626;-0,04;-1,189;11,985;0;0,998;21,632;-1,83;13,931;1,83;0;0,992;95,071;-0,04;-1,187;11,974;0;0,998;21,595;-1,828;13,933;1,828;0;0,992;94,987;-0,04;-1,188;11,983;0;0,998;22,437;;0,992;0,998;94,69575;21,7065
667;-1,815;13,902;1,815;0;0,991;100,63;-0,043;-1,125;11,801;0;0,998;22,01;-1,813;13,935;1,813;0;0,991;100,142;-0,043;-1,129;11,854;0;0,998;23,206;-1,814;13,953;1,814;0;0,991;99,779;-0,042;-1,136;11,889;0;0,998;24,617;-1,814;13,954;1,814;0;0,992;99,327;-0,042;-1,139;11,902;0;0,998;24,661;;0,99125;0,998;99,9695;23,6235
668;-1,827;14,26;1,827;0;0,993;89,023;-0,039;-1,209;12,378;0;0,999;5,615;-1,827;14,237;1,827;0;0,993;88,196;-0,038;-1,217;12,381;0;0,999;7,175;-1,827;14,23;1,827;0;0,993;88,283;-0,038;-1,222;12,388;0;0,999;10,991;-1,827;14,234;1,827;0;0,993;88,467;-0,038;-1,218;12,381;0;0,999;9,416;;0,993;0,999;88,49225;8,29925
669;-1,813;14,528;1,813;0;0,992;97,499;-0,042;-1,14;12,479;0;0,999;15,564;-1,813;14,513;1,813;0;0,992;96,989;-0,042;-1,146;12,483;0;0,999;16,701;-1,812;14,505;1,812;0;0,992;96,595;-0,042;-1,143;12,468;0;0,999;12,897;-1,812;14,505;1,812;0;0,992;96,182;-0,042;-1,147;12,481;0;0,999;13,552;;0,992;0,999;96,81625;14,6785
670;-1,813;14,086;1,813;0;0,991;101,216;-0,043;-1,123;11,988;0;0,998;25,559;-1,811;14,083;1,811;0;0,991;101,423;-0,043;-1,119;11,978;0;0,998;25,326;-1,81;14,089;1,81;0;0,991;101,657;-0,043;-1,116;11,975;0;0,998;24,901;-1,811;14,102;1,811;0;0,991;102,41;-0,044;-1,109;11,966;0;0,998;24,452;;0,991;0,998;101,6765;25,0595
672;-1,841;14,007;1,841;0;0,993;91,381;-0,038;-1,233;12,157;0;0,998;23,956;-1,839;13,995;1,839;0;0,993;91,021;-0,038;-1,239;12,172;0;0,998;26,713;-1,839;13,994;1,839;0;0,993;91,21;-0,038;-1,237;12,163;0;0,998;26,389;-1,839;13,989;1,839;0;0,993;90,728;-0,038;-1,236;12,154;0;0,998;23,621;;0,993;0,998;91,085;25,16975
673;-1,824;14,076;1,824;0;0,992;98,879;-0,042;-1,157;12,047;0;0,998;26,656;-1,824;14,071;1,824;0;0,992;98,844;-0,042;-1,158;12,044;0;0,998;26,802;-1,828;14,073;1,828;0;0,992;99,54;-0,042;-1,158;12,035;0;0,998;28,171;-1,821;14,043;1,821;0;0,992;97,173;-0,041;-1,172;12,066;0;0,998;27,813;;0,992;0,998;98,609;27,3605
674;-1,805;13,845;1,805;0;0,991;101,328;-0,044;-1,109;11,728;0;0,998;22,444;-1,81;13,875;1,81;0;0,991;102,104;-0,044;-1,109;11,741;0;0,998;23,417;-1,806;13,86;1,806;0;0,991;100,944;-0,043;-1,112;11,748;0;0,998;21,46;-1,805;13,853;1,805;0;0,991;101,413;-0,044;-1,104;11,718;0;0,998;19,257;;0,991;0,998;101,44725;21,6445
675;-1,824;14,188;1,824;0;0,992;98,771;-0,042;-1,152;12,145;0;0,998;23,575;-1,825;14,204;1,825;0;0,992;99,793;-0,042;-1,146;12,138;0;0,998;24,338;-1,828;14,203;1,828;0;0,992;99,803;-0,043;-1,141;12,111;0;0,998;19,231;-1,828;14,144;1,828;0;0,992;97,375;-0,041;-1,165;12,126;0;0,998;21,344;;0,992;0,998;98,9355;22,122
676;-1,794;13,964;1,794;0;0,99;107,072;-0,046;-1,062;11,734;0;0,998;31,578;-1,792;13,972;1,792;0;0,99;107,627;-0,046;-1,054;11,726;0;0,998;31,485;-1,789;13,971;1,789;0;0,99;107,577;-0,046;-1,055;11,737;0;0,998;33,238;-1,79;13,99;1,79;0;0,99;108,195;-0,047;-1,038;11,699;0;0,998;26,15;;0,99;0,998;107,61775;30,61275
677;-1,8;13,854;1,8;0;0,99;105,21;-0,044;-1,104;11,735;0;0,998;40,303;-1,802;13,862;1,802;0;0,99;106,154;-0,044;-1,098;11,718;0;0,998;40,607;-1,805;13,879;1,805;0;0,99;107,403;-0,045;-1,083;11,68;0;0,998;38,048;-1,802;13,857;1,802;0;0,99;106,084;-0,044;-1,097;11,71;0;0,998;39,974;;0,99;0,998;106,21275;39,733
678;-1,829;14,022;1,829;0;0,992;94,979;-0,04;-1,191;12,079;0;0,998;23,745;-1,828;14,016;1,828;0;0,992;95,29;-0,04;-1,188;12,069;0;0,998;24,278;-1,827;14,008;1,827;0;0,992;95,389;-0,04;-1,188;12,062;0;0,998;24,993;-1,827;14,008;1,827;0;0,992;95,567;-0,04;-1,186;12,055;0;0,998;24,63;;0,992;0,998;95,30625;24,4115
679;-1,824;13,856;1,824;0;0,992;94,97;-0,04;-1,192;11,932;0;0,998;26,874;-1,824;13,86;1,824;0;0,992;95,343;-0,04;-1,19;11,931;0;0,998;27,732;-1,825;13,877;1,825;0;0,992;96,533;-0,04;-1,182;11,921;0;0,998;28,381;-1,825;13,893;1,825;0;0,992;97,52;-0,041;-1,177;11,922;0;0,998;30,116;;0,992;0,998;96,0915;28,27575
680;-1,81;13,703;1,81;0;0,99;105,192;-0,045;-1,094;11,525;0;0,998;31,034;-1,81;13,712;1,81;0;0,99;105,334;-0,045;-1,093;11,53;0;0,998;31,189;-1,809;13,708;1,809;0;0,99;105,04;-0,045;-1,096;11,537;0;0,998;31,596;-1,809;13,716;1,809;0;0,99;105,385;-0,045;-1,089;11,525;0;0,998;29,867;;0,99;0,998;105,23775;30,9215
681;-1,801;13,746;1,801;0;0,99;104,351;-0,045;-1,088;11,576;0;0,998;28,246;-1,797;13,765;1,797;0;0,99;107,044;-0,047;-1,051;11,495;0;0,998;23,542;-1,798;13,721;1,798;0;0,99;104,567;-0,045;-1,085;11,551;0;0,998;29,246;-1,808;13,747;1,808;0;0,99;105,714;-0,045;-1,091;11,567;0;0,998;33,245;;0,99;0,998;105,419;28,56975
682;-1,794;13,936;1,794;0;0,99;106,97;-0,046;-1,065;11,718;0;0,998;33,055;-1,79;13,936;1,79;0;0,99;105,577;-0,045;-1,066;11,733;0;0,998;28,558;-1,789;13,937;1,789;0;0,99;104,789;-0,045;-1,071;11,752;0;0,998;27,801;-1,791;13,936;1,791;0;0,99;105,362;-0,045;-1,066;11,731;0;0,998;27,039;;0,99;0,998;105,6745;29,11325
683;-1,829;14,26;1,829;0;0,993;90,718;-0,039;-1,211;12,379;0;0,999;15,033;-1,829;14,256;1,829;0;0,993;91,078;-0,039;-1,209;12,368;0;0,999;15,589;-1,829;14,25;1,829;0;0,993;91,422;-0,039;-1,209;12,364;0;0,999;17,592;-1,832;14,262;1,832;0;0,993;92,5;-0,04;-1,198;12,334;0;0,999;14,411;;0,993;0,999;91,4295;15,65625
684;-1,797;14,048;1,797;0;0,991;103,068;-0,045;-1,083;11,875;0;0,998;20,748;-1,796;14,048;1,796;0;0,991;103,079;-0,045;-1,082;11,876;0;0,998;21,037;-1,799;14,044;1,799;0;0,991;103,314;-0,045;-1,086;11,876;0;0,998;23,1;-1,8;14,053;1,8;0;0,991;103,451;-0,045;-1,084;11,873;0;0,998;21,581;;0,991;0,998;103,228;21,6165
686;-1,798;14,095;1,798;0;0,992;98,119;-0,043;-1,117;12,02;0;0,999;13,251;-1,8;14,09;1,8;0;0,992;98,702;-0,043;-1,114;12,002;0;0,999;13,659;-1,801;14,061;1,801;0;0,991;99,321;-0,043;-1,11;11,96;0;0,999;14,419;-1,802;14,022;1,802;0;0,991;100,44;-0,044;-1,106;11,904;0;0,999;17,481;;0,9915;0,999;99,1455;14,7025
687;-1,797;13,891;1,797;0;0,989;108,937;-0,046;-1,061;11,652;0;0,998;38,784;-1,798;13,888;1,798;0;0,989;109,52;-0,046;-1,056;11,627;0;0,998;38,244;-1,798;13,898;1,798;0;0,989;109,47;-0,047;-1,046;11,607;0;0,998;33,233;-1,797;13,889;1,797;0;0,989;108,85;-0,047;-1,05;11,616;0;0,998;33,006;;0,989;0,998;109,19425;35,81675
688;-1,854;13,789;1,854;0;0,994;85,971;-0,035;-1,288;12,064;0;0,998;22,496;-1,855;13,795;1,855;0;0,994;86,218;-0,036;-1,288;12,067;0;0,998;23,006;-1,853;13,797;1,853;0;0,994;87,001;-0,036;-1,275;12,038;0;0,998;21,029;-1,851;13,795;1,851;0;0,994;87,351;-0,036;-1,27;12,027;0;0,998;20,85;;0,994;0,998;86,63525;21,84525
689;-1,78;13,942;1,78;0;0,989;108,534;-0,046;-1,039;11,686;0;0,998;34,317;-1,778;13,94;1,778;0;0,99;107,768;-0,047;-1,033;11,673;0;0,998;28,323;-1,776;13,917;1,776;0;0,99;107,262;-0,047;-1,028;11,641;0;0,998;23,692;-1,774;13,906;1,774;0;0,99;107,597;-0,047;-1,028;11,636;0;0,998;26,863;;0,98975;0,998;107,79025;28,29875
690;-1,757;14,04;1,757;0;0,988;111,243;-0,05;-0,956;11,602;0;0,999;12,142;-1,758;14,053;1,758;0;0,988;111,573;-0,05;-0,959;11,618;0;0,998;15,737;-1,754;14,061;1,754;0;0,989;110,923;-0,049;-0,965;11,659;0;0,998;19,239;-1,754;14,083;1,754;0;0,988;111,437;-0,05;-0,963;11,674;0;0,998;21,111;;0,98825;0,99825;111,294;17,05725
691;-1,835;13,982;1,835;0;0,992;98,693;-0,04;-1,192;12,026;0;0,998;37,106;-1,832;13,973;1,832;0;0,992;97,192;-0,04;-1,196;12,038;0;0,998;34,278;-1,835;13,995;1,835;0;0,992;98,276;-0,041;-1,183;12,01;0;0,998;31,286;-1,835;13,984;1,835;0;0,992;98,839;-0,041;-1,183;12,001;0;0,998;33,903;;0,992;0,998;98,25;34,14325
692;-1,788;14,027;1,788;0;0,99;103,991;-0,045;-1,066;11,828;0;0,998;20,751;-1,788;14,018;1,788;0;0,99;104,003;-0,045;-1,072;11,837;0;0,998;24,269;-1,79;14,014;1,79;0;0,99;104,053;-0,045;-1,069;11,819;0;0,998;21,837;-1,789;14,007;1,789;0;0,99;103,754;-0,045;-1,067;11,812;0;0,998;19,983;;0,99;0,998;103,95025;21,71
693;-1,833;13,806;1,833;0;0,992;95,686;-0,04;-1,195;11,865;0;0,998;27,152;-1,836;13,83;1,836;0;0,992;96,23;-0,04;-1,191;11,866;0;0,998;25,631;-1,835;13,827;1,835;0;0,992;95,522;-0,04;-1,2;11,896;0;0,998;28,111;-1,837;13,824;1,837;0;0,992;96,569;-0,04;-1,196;11,874;0;0,998;29,436;;0,992;0,998;96,00175;27,5825
694;-1,823;14,088;1,823;0;0,993;93,394;-0,04;-1,181;12,135;0;0,999;13,639;-1,821;14,106;1,821;0;0,993;93,279;-0,04;-1,179;12,153;0;0,999;13,115;-1,82;14,111;1,82;0;0,993;92,867;-0,04;-1,183;12,171;0;0,999;13,773;-1,822;14,112;1,822;0;0,993;92,678;-0,04;-1,187;12,179;0;0,999;14,381;;0,993;0,999;93,0545;13,727
695;-1,822;13,764;1,822;0;0,991;100,645;-0,042;-1,148;11,715;0;0,998;31,265;-1,829;13,749;1,829;0;0,991;100,438;-0,042;-1,156;11,699;0;0,998;30,271;-1,827;13,736;1,827;0;0,992;99,842;-0,042;-1,162;11,714;0;0,998;32,098;-1,824;13,758;1,824;0;0,992;99,859;-0,042;-1,155;11,722;0;0,998;29,962;;0,9915;0,998;100,196;30,899
696;-1,815;13,998;1,815;0;0,991;100,656;-0,042;-1,139;11,941;0;0,998;29,998;-1,814;14,02;1,814;0;0,991;101,26;-0,043;-1,131;11,942;0;0,998;29,391;-1,816;14,037;1,816;0;0,991;102,568;-0,043;-1,123;11,926;0;0,998;29,912;-1,817;14,039;1,817;0;0,991;102,513;-0,043;-1,125;11,935;0;0,998;30,791;;0,991;0,998;101,74925;30,023
697;-1,819;14,146;1,819;0;0,992;99,745;-0,042;-1,15;12,109;0;0,998;29,236;-1,816;14,151;1,816;0;0,992;99,567;-0,042;-1,144;12,107;0;0,998;27,208;-1,814;14,156;1,814;0;0,991;99,818;-0,042;-1,136;12,091;0;0,998;24,7;-1,813;14,143;1,813;0;0,991;99,498;-0,043;-1,132;12,071;0;0,998;21,833;;0,9915;0,998;99,657;25,74425
699;-1,816;13,778;1,816;0;0,991;100,654;-0,043;-1,135;11,704;0;0,998;27,29;-1,815;13,817;1,815;0;0,991;101,068;-0,043;-1,134;11,744;0;0,998;29,174;-1,814;13,833;1,814;0;0,991;101,08;-0,042;-1,143;11,791;0;0,998;34,251;-1,814;13,852;1,814;0;0,991;101,025;-0,042;-1,142;11,806;0;0,998;33,505;;0,991;0,998;100,95675;31,055
700;-1,823;14,225;1,823;0;0,992;97,644;-0,041;-1,162;12,212;0;0,998;23,748;-1,82;14,197;1,82;0;0,992;97,924;-0,041;-1,164;12,199;0;0,998;27,588;-1,819;14,198;1,819;0;0,992;98,71;-0,041;-1,16;12,193;0;0,998;29,881;-1,819;14,197;1,819;0;0,992;99,146;-0,042;-1,151;12,162;0;0,998;26,76;;0,992;0,998;98,356;26,99425
701;-1,815;13,991;1,815;0;0,991;103,514;-0,044;-1,111;11,849;0;0,998;29,186;-1,81;13,958;1,81;0;0,991;102,617;-0,042;-1,135;11,903;0;0,998;38,686;-1,811;13,958;1,811;0;0,99;105,014;-0,042;-1,14;11,915;0;0,997;48,838;-1,813;13,964;1,813;0;0,99;106,058;-0,042;-1,135;11,901;0;0,997;50,145;;0,9905;0,9975;104,30075;41,71375
702;-1,804;14,093;1,804;0;0,991;100,595;-0,043;-1,109;11,979;0;0,998;19,104;-1,801;14,068;1,801;0;0,991;100,003;-0,043;-1,114;11,977;0;0,998;20,542;-1,808;14,039;1,808;0;0,991;100,259;-0,042;-1,132;11,979;0;0,998;27,833;-1,81;14,04;1,81;0;0,991;100,758;-0,043;-1,122;11,946;0;0,998;24,036;;0,991;0,998;100,40375;22,87875
703;-1,802;14,046;1,802;0;0,991;102,551;-0,044;-1,102;11,914;0;0,998;26,071;-1,802;14,042;1,802;0;0,991;102,868;-0,044;-1,1;11,904;0;0,998;26,595;-1,802;14,036;1,802;0;0,991;102,989;-0,044;-1,098;11,892;0;0,998;26,038;-1,803;14,03;1,803;0;0,991;102,995;-0,044;-1,098;11,886;0;0,998;26,156;;0,991;0,998;102,85075;26,215
704;-1,802;13,945;1,802;0;0,99;106,066;-0,045;-1,078;11,743;0;0,998;31,251;-1,8;13,941;1,8;0;0,99;106,038;-0,045;-1,075;11,737;0;0,998;30,686;-1,798;13,93;1,798;0;0,99;105,88;-0,045;-1,078;11,738;0;0,998;32,08;-1,8;13,928;1,8;0;0,99;106,176;-0,045;-1,077;11,729;0;0,998;32,204;;0,99;0,998;106,04;31,55525
705;-1,797;13,94;1,797;0;0,991;103,955;-0,045;-1,078;11,751;0;0,998;22,691;-1,796;13,976;1,796;0;0,99;103,975;-0,045;-1,078;11,79;0;0,998;23,19;-1,797;13,995;1,797;0;0,99;104,039;-0,045;-1,078;11,805;0;0,998;22,797;-1,8;14,008;1,8;0;0,991;103,996;-0,045;-1,079;11,815;0;0,998;21,859;;0,9905;0,998;103,99125;22,63425
706;-1,799;14,087;1,799;0;0,991;98,823;-0,043;-1,108;11,985;0;0,999;11,06;-1,799;14,078;1,799;0;0,992;98,417;-0,043;-1,11;11,982;0;0,999;10,178;-1,796;14,063;1,796;0;0,991;99,303;-0,043;-1,105;11,961;0;0,999;14,11;-1,799;14,063;1,799;0;0,991;100,129;-0,044;-1,098;11,929;0;0,999;11,751;;0,99125;0,999;99,168;11,77475
707;-1,82;13,911;1,82;0;0,992;96,954;-0,041;-1,172;11,941;0;0,998;27,881;-1,822;13,914;1,822;0;0,992;97,474;-0,041;-1,161;11,902;0;0,998;23,112;-1,821;13,902;1,821;0;0,992;97,273;-0,042;-1,158;11,883;0;0,998;20,645;-1,822;13,884;1,822;0;0,992;96,966;-0,041;-1,167;11,89;0;0,998;23,761;;0,992;0,998;97,16675;23,84975
708;-1,823;13,878;1,823;0;0,991;100,556;-0,043;-1,137;11,793;0;0,998;24,59;-1,822;13,889;1,822;0;0,991;101,403;-0,043;-1,127;11,775;0;0,998;23,581;-1,819;13,884;1,819;0;0,991;100,654;-0,043;-1,136;11,806;0;0,998;26,49;-1,819;13,889;1,819;0;0,991;101,036;-0,043;-1,133;11,8;0;0,998;26,457;;0,991;0,998;100,91225;25,2795
709;-1,834;14,229;1,834;0;0,993;89,357;-0,038;-1,228;12,386;0;0,999;16,033;-1,828;14,14;1,828;0;0,993;93,201;-0,04;-1,197;12,219;0;0,998;19,242;-1,827;14,136;1,827;0;0,993;92,754;-0,039;-1,2;12,229;0;0,998;19,857;-1,826;14,138;1,826;0;0,993;93,073;-0,04;-1,194;12,214;0;0,999;18,109;;0,993;0,9985;92,09625;18,31025
710;-1,836;14,379;1,836;0;0,993;90,694;-0,038;-1,223;12,511;0;0,999;17,521;-1,839;14,389;1,839;0;0,993;89,002;-0,038;-1,235;12,551;0;0,999;15,326;-1,835;14,348;1,835;0;0,993;89,196;-0,038;-1,23;12,506;0;0,999;15,523;-1,839;14,428;1,839;0;0,994;87,843;-0,037;-1,243;12,614;0;0,999;14,537;;0,99325;0,999;89,18375;15,72675
711;-1,818;14;1,818;0;0,991;103,442;-0,043;-1,128;11,901;0;0,998;35,724;-1,815;13,991;1,815;0;0,991;102,631;-0,043;-1,129;11,902;0;0,998;33,765;-1,814;13,986;1,814;0;0,991;101,733;-0,042;-1,138;11,928;0;0,998;34,661;-1,817;13,978;1,817;0;0,991;102,229;-0,043;-1,13;11,886;0;0,998;31,472;;0,991;0,998;102,50875;33,9055
712;-1,817;13,908;1,817;0;0,991;101,555;-0,043;-1,134;11,829;0;0,998;30,469;-1,819;13,909;1,819;0;0,991;101,907;-0,043;-1,131;11,813;0;0,998;29,251;-1,818;13,898;1,818;0;0,991;102,179;-0,043;-1,134;11,815;0;0,998;32,755;-1,818;13,884;1,818;0;0,991;101,823;-0,043;-1,135;11,805;0;0,998;31,674;;0,991;0,998;101,866;31,03725
713;-1,777;13,939;1,777;0;0,989;108,384;-0,048;-1,012;11,611;0;0,998;19,185;-1,779;13,962;1,779;0;0,989;108,009;-0,047;-1,021;11,652;0;0,998;21,133;-1,782;13,986;1,782;0;0,989;109,11;-0,048;-1,011;11,639;0;0,998;19,763;-1,778;13,948;1,778;0;0,989;110,017;-0,049;-0,998;11,576;0;0,998;20,226;;0,989;0,998;108,88;20,07675
714;-1,793;13,883;1,793;0;0,99;105,05;-0,045;-1,069;11,682;0;0,998;26,128;-1,794;13,889;1,794;0;0,99;105,388;-0,046;-1,065;11,67;0;0,998;24,575;-1,795;13,891;1,795;0;0,99;105,562;-0,046;-1,067;11,676;0;0,998;26,371;-1,795;13,888;1,795;0;0,99;105,781;-0,046;-1,066;11,671;0;0,998;27,015;;0,99;0,998;105,44525;26,02225
